계약자가 동의하지 않는 경우, 자동갱신은 계약 만료 후 적용되지 않습니다.	Automatic renewal will not apply after the contract expires unless the parties agree to it.
임차인이 전세를 탈퇴하려면, 보증금을 지불하거나 대체 임차인을 찾는 것이 일반적입니다.	If a tenant wishes to terminate a jeonsi contract, they typically need to pay a penalty or find an alternative tenant.
전세권은 전세기간 동안 주택 사용과 관련된 권리와 의무를 부여합니다.	Jeonse rights grant the holder certain rights and obligations related to housing use during the jeonsi period.
전세금 인상은 임차인에게 추가 비용을 미루게 만들 수 있습니다.	A jeonse money increase can delay additional costs for tenants.
임대인이 전세권자의 권리와 의무를 이행하지 않을 경우, 법적 조치를 취할 수 있습니다.	If a landlord fails to fulfill the rights and obligations of a jeonsi holder, legal action can be taken.
전세 기간 내에 임차인이 주택을 판매하거나 대출 받는 경우, 계약이 해지될 수 있습니다.	If a tenant sells or mortgages the house during the jeonsi period, the contract may be terminated.
전세금 반환은 전세기간 종료 후 임차인에게 이루어집니다.	Jeonse money is returned to the tenant after the end of the jeonsi period.
임대인이 전세금을 상당히 인상한 경우, 이는 주택 시장의 경쟁과 관련이 있을 수 있습니다.	A significant increase in jeonse money by a landlord may be related to housing market competition.
전세기간 동안 임차인은 주택을 사용할 수 있지만, 보증금 반환 여부는 계약에 따라 다릅니다.	During the jeonsi period, tenants can use the house, but whether they receive a refund of the security deposit depends on the contract.
전세금 인상은 주택 시장의 가격 변동성 증가와 관련이 있을 수 있습니다.	A jeonse money increase may be related to increased price volatility in the housing market.
임차인이 전세계약을 종료하고 다른 주택으로 이사하려면, 계약에 따른 비용이나 보증금 반환 절차를 따르어야 합니다.	If a tenant wants to terminate a jeonsi contract and move to another house, they must follow the costs or security deposit refund procedures outlined in the contract.
전세기간 내에 임대인이 주택을 팔 경우, 계약은 자동으로 해지될 수 있습니다.	If a landlord sells the house during the jeonsi period, the contract may be automatically terminated.
독점 계약을 체결하려면 반드시 경쟁업체와의 협상이 필요합니다.	It is necessary to negotiate with competing companies when entering into a exclusive contract.
하도급 계약에서 하주자는 하청사에 정확한 작업지시를 해야 합니다.	The principal in subcontracting must provide accurate instructions to the subcontractor.
감사에 대한 권리는 반드시 공정하게 행사되어야 합니다.	The right to audit must be exercised fairly.
보험 의무는 계약자가 적절한 보험을 취득해야 하는 법적 의무입니다.	Insurance obligations are the legal duty of the contracting party to obtain appropriate insurance.
건설 프로젝트에서 인허가 절차를 따르지 않으면 불법 건설이 될 수 있습니다.	Failure to follow the permit procedures in construction projects can result in illegal construction.
규제 준수는 모든 비즈니스 활동에서 필수적인 요소입니다.	Compliance with regulations is an essential element in all business activities.
독점 계약은 반드시 상법에 따라 체결되어야 합니다.	Exclusive contracts must be entered into in accordance with the Commercial Code.
하도급 계약에서 하주자는 정기적으로 하청사의 작업 진행 상태를 점검해야 합니다.	The principal in subcontracting should regularly inspect the progress of work by the subcontractor.
감사 권리는 회사가 경영진의 재무상태와 운영을 감시할 수 있는 중요한 권리입니다.	The right to audit is an important privilege that allows a company to monitor the financial status and operations of management.
보험 의무는 계약자에게 특정 보험에 가입하도록 강제하는 것이 아니라, 적절한 보호를 제공하기 위한 의무입니다.	Insurance obligations do not compel contracting parties to join specific insurance; they are a duty to provide adequate protection.
규제 준수는 법률과 정책을 따르도록 하는 것으로, 비즈니스 운영에 필요한 허가나 승인을 받는 것을 포함합니다.	Compliance with regulations involves following laws and policies, which can include obtaining necessary permits or approvals for business operations.
독점 계약은 단순히 제품이나 서비스의 판매 권한만 부여하는 것이 아닙니다.	Exclusive contracts do not merely grant the right to sell products or services; they often involve other rights and obligations.
하도급 계약에서 하주자는 하청사가 제공해야 하는 품질에 대한 기준을 명시적으로 제시해야 합니다.	The principal in subcontracting must explicitly set the standards for quality that the subcontractor is required to provide.
감사를 통해 회사는 경영진의 재무보고와 운영을 신뢰할 수 있게 됩니다.	Through audits, a company can trust the financial reports and operations of management.
보험 의무는 계약자가 보험에 가입하거나 보험금을 받는 것이 아니라, 적절한 보호를 제공하기 위한 것으로 이해되어야 합니다.	Insurance obligations should be understood as a duty to provide adequate protection rather than merely joining insurance or receiving compensation.
규제 준수는 법률과 정책을 따르는 것을 의미하며, 이는 사업 운영에서 중요한 부분입니다.	Compliance with regulations means following laws and policies, which is an important aspect of business operations.
독점 계약은 경쟁업체와의 거래를 제한하는 효과가 있습니다.	Exclusive contracts have the effect of limiting transactions with competing companies.
하도급 계약에서 하주자는 작업 완료 후에만 지불을 할 수 있도록 하는 조건을 포함시킬 수 있습니다.	The principal in subcontracting can include a condition to make payments only after the work is completed.
감사 권리는 회사의 경영진과 주주들에게 재무상태와 운영에 대한 신뢰를 제공합니다.	The right to audit provides trust regarding financial status and operations for company management and shareholders.
보증금은 임대차 계약의 일부입니다。	Security deposit is a part of the lease agreement.
보증금은 일반적으로 월세의 몇 달 분과 같습니다。	Typically, the security deposit equals several months' rent.
임대인은 보증금을 사용할 수 있는 상황이 없어야 합니다。	The landlord may not use the security deposit unless justified.
보증금은 계약 종료 시 반환됩니다。	The security deposit shall be returned upon contract termination.
보증금은 건물 유지 관리비로 차감될 수 있습니다。	Security deposit can be deducted for building maintenance expenses.
임차인의 손해를 보상하기 위해 보증금이 차감될 수도 있습니다。	Security deposit may be reduced to cover damages caused by the tenant.
보증금 차감 사항은 이전 점검 기록을 통해 결정됩니다。	Deductions from security deposit are determined through previous inspection records.
임차인은 보증금 반환 시 건물 상태를 확인할 권리가 있습니다。	Tenants have the right to inspect the condition of the building upon return of the security deposit.
보증금은 임대인이 제공하는 보증금 환급 보험을 통해 보호될 수 있습니다。	Security deposit can be protected through a landlord-provided security deposit refund insurance.
보증금 반환 시에는 임차인의 계좌로 직접 입금됩니다。	The security deposit will be directly deposited into the tenant's account upon return.
보증금은 계약 기간 동안 안전하게 보관될 것입니다。	The security deposit will be safely kept during the contract period.
임대인이 보증금을 차감할 수 있는 사유는 명확히 정해져 있습니다。	Clear reasons are specified for when a landlord can deduct from the security deposit.
보증금은 계약 종료 시에만 반환될 수 있습니다。	Security deposit may only be returned upon contract termination.
임차인이 이전 점검에서 발견한 문제를 신고해야 합니다。	Tenants should report issues found during previous inspections.
보증금 차감 사유는 서면으로 통지되어야 합니다。	Reasons for security deposit deductions must be communicated in writing.
보증금은 계약 기간 동안 변경될 수 없습니다。	Security deposit cannot be changed during the contract period.
임차인이 보증금을 반환받기 전에 건물 상태를 확인할 수 있습니다。	Tenants can inspect the building's condition before receiving their security deposit back.
보증금 차감은 임차인에게 통보되어야 합니다。	Security deposit deductions must be notified to the tenant.
보증금은 계약 종료 시에만 반환될 수 있으며, 이전 점검 기록을 통해 결정됩니다。	The security deposit will only be returned upon contract termination and is determined through previous inspection records.
